iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_family,layer_interdependences_friends,layer_interdependences_religion,layer_interdependences_neighbours,layer_interdependences_cultural,layer_polarisations_family,layer_polarisations_friends,layer_polarisations_religion,layer_polarisations_neighbours,layer_polarisations_cultural
65,0.018620586301345096,100,431,458,0.0,0.19786361799907862,0.20039873679282982,0.19999509211426522,0.20145523098423243,0.2002873221096012,0.31106313767651844,0.31106313767651844,0.31106313767651844,0.31106313767651844,0.31106313767651844
66,0.015067663728602248,100,431,458,0.0,0.19760755982226266,0.20013495500134554,0.200201498256038,0.20168953392298702,0.20036645299736228,0.30935890039158476,0.30935890039158476,0.30935890039158476,0.30935890039158476,0.30935890039158476
67,-0.004295163523048809,100,431,458,0.0,0.1976224493517013,0.20029285831792257,0.19998450705582022,0.20180471677623554,0.2002954684983153,0.3086515471723422,0.3086515471723422,0.3086515471723422,0.3086515471723422,0.3086515471723422
68,0.0014592208438939569,100,431,458,0.0,0.19764897923829308,0.20021262731444595,0.19995355537546747,0.20173187913556512,0.20045295893623227,0.3071388221379298,0.3071388221379298,0.3071388221379298,0.3071388221379298,0.3071388221379298
69,-0.00950553337115869,100,431,458,0.0,0.19802475322109814,0.2003852715387424,0.19971239818837108,0.20158592302897785,0.200291654022808,0.31401917149285585,0.31401917149285585,0.31401917149285585,0.31401917149285585,0.31401917149285585
70,-0.01719518478036369,100,431,458,0.0,0.19787896371969746,0.20057872965817095,0.20006880731577234,0.2014744354265502,0.19999906387980768,0.31610342157746696,0.31610342157746696,0.31610342157746696,0.31610342157746696,0.31610342157746696
71,-0.08094976506840139,100,431,458,0.0,0.1982364702313099,0.2005753148296058,0.20025339047163088,0.2013482151937016,0.19958660927374938,0.3405135568851434,0.3405135568851434,0.3405135568851434,0.3405135568851434,0.3405135568851434
72,-0.12240394282633096,100,431,458,0.0,0.19825915218239826,0.2005140944138386,0.19992285464871104,0.2012554224874125,0.20004847626763955,0.34964787952427256,0.34964787952427256,0.34964787952427256,0.34964787952427256,0.34964787952427256
73,-0.12684924554284815,100,431,458,0.0,0.1980932242247951,0.2007013590255469,0.1998149803489107,0.20112264750022113,0.20026778890052463,0.35185133993241846,0.35185133993241846,0.35185133993241846,0.35185133993241846,0.35185133993241846
74,-0.0834970137507593,100,431,458,0.0,0.19799876945821784,0.20090792012218775,0.19969257777317143,0.20116991229455902,0.20023082035185863,0.3581569440204799,0.3581569440204799,0.3581569440204799,0.3581569440204799,0.3581569440204799
75,-0.057585633839810614,100,431,458,0.0,0.1984509482877824,0.2007430710452126,0.19958900361858734,0.2011245423376323,0.2000924347107864,0.3563009490220616,0.3563009490220616,0.3563009490220616,0.3563009490220616,0.3563009490220616
76,-0.0285692392336929,100,431,458,0.0,0.19829829952216935,0.20064250204031175,0.19936139508593573,0.20103094360104679,0.2006668597505362,0.3363834710900877,0.3363834710900877,0.3363834710900877,0.3363834710900877,0.3363834710900877
77,-0.04975006963886458,100,431,458,0.0,0.19779582937222862,0.20042530706260103,0.1996626537350463,0.20150650816266905,0.20060970166745437,0.3562553287407314,0.3562553287407314,0.3562553287407314,0.3562553287407314,0.3562553287407314
