iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_A,layer_interdependences_B,layer_interdependences_C,layer_interdependences_D,layer_polarisations_A,layer_polarisations_B,layer_polarisations_C,layer_polarisations_D
76,-0.08494587007233316,35,493,412,2.0794415416798357,0.24768001238108125,0.2578684020140842,0.2388323534990022,0.25561923210583337,0.3460141027731407,0.3460141027731407,0.3460141027731407,0.3460141027731407
77,-0.008781091686936518,35,498,414,2.0794415416798357,0.24531776444017264,0.25757345076641613,0.2410872682420226,0.2560215165513882,0.34992836458572935,0.34992836458572935,0.34992836458572935,0.34992836458572935
78,-0.11643021429396046,35,502,418,2.0794415416798357,0.24850694343162932,0.2582622598163423,0.2398662076346613,0.25336458911736714,0.3775436074109026,0.3775436074109026,0.3775436074109026,0.3775436074109026
79,-0.06454518756882098,35,506,422,2.0794415416798357,0.246452327785446,0.2583224311085959,0.24280822772898147,0.25241701337697603,0.35414352895913453,0.35414352895913453,0.35414352895913453,0.35414352895913453
80,-0.23617502796691867,35,510,426,2.0794415416798357,0.24736450054186965,0.2582640700894322,0.2426897587515303,0.2516816706171663,0.36295711191023855,0.36295711191023855,0.36295711191023855,0.36295711191023855
81,-0.19259079126320272,36,513,429,2.302585092994046,0.2494431019151135,0.2545252039666377,0.24218176868928182,0.25384992542896767,0.2783165016455201,0.2783165016455201,0.2783165016455201,0.2783165016455201
82,-0.17441716458733442,36,516,432,2.302585092994046,0.2534458354825123,0.25232065980032714,0.24199471325660868,0.2522387914605533,0.27312185319797183,0.27312185319797183,0.27312185319797183,0.27312185319797183
83,-0.0797919432462939,36,520,435,2.302585092994046,0.2505172145926905,0.2608421913103896,0.23765254256904395,0.2509880515278764,0.2848853540857334,0.2848853540857334,0.2848853540857334,0.2848853540857334
84,-0.12020757228877692,36,523,438,2.302585092994046,0.2496029222868211,0.2600104764769449,0.24023606764296698,0.25015053359326395,0.3129907779323998,0.3129907779323998,0.3129907779323998,0.3129907779323998
85,-0.08647540702245113,36,526,441,2.302585092994046,0.24993559817993555,0.25509303769644176,0.24281850862488,0.2521528554987419,0.33530453147895006,0.33530453147895006,0.33530453147895006,0.33530453147895006
86,-0.16886144992104432,36,528,444,2.302585092994046,0.25188009761510305,0.25320843570897494,0.24484056396729165,0.25007090270862975,0.3843157695522007,0.3843157695522007,0.3843157695522007,0.3843157695522007
87,-0.11200605419693158,36,532,447,2.302585092994046,0.2541933190755324,0.24961799506079832,0.24463905401241234,0.2515496318512559,0.36354934770993175,0.36354934770993175,0.36354934770993175,0.36354934770993175
88,-0.14088571810482625,36,535,450,2.302585092994046,0.25555373665409076,0.24331038435723876,0.24741081055617994,0.25372506843249043,0.2926020598515486,0.2926020598515486,0.2926020598515486,0.2926020598515486
89,-0.011200989579789952,36,539,453,2.302585092994046,0.253250007473214,0.2510223441431222,0.24627073739372315,0.24945691098994155,0.3270464731902878,0.3270464731902878,0.3270464731902878,0.3270464731902878
90,-0.02049109679186655,36,542,454,2.302585092994046,0.25267962819754985,0.25034253170626053,0.24584334995311655,0.25113449014307204,0.30136155156673333,0.30136155156673333,0.30136155156673333,0.30136155156673333
91,-0.07638395517349049,36,545,457,2.302585092994046,0.2462499732457547,0.25360049917243366,0.24784967079227693,0.2522998567895319,0.25147828169851744,0.25147828169851744,0.25147828169851744,0.25147828169851744
92,-0.14354830803610383,36,548,459,2.302585092994046,0.2432082698656837,0.25429647687711426,0.24889280349411247,0.2536024497630896,0.25151937021443954,0.25151937021443954,0.25151937021443954,0.25151937021443954
93,-0.12465105257902927,37,550,461,2.590267165445827,0.2454765494720642,0.253499552477153,0.2499167379530822,0.2511071600976999,0.2389238850986605,0.2389238850986605,0.2389238850986605,0.2389238850986605
94,-0.20436797811645407,37,552,464,2.590267165445827,0.2508316065598454,0.24879123305326864,0.2508481826901714,0.24952897769671473,0.2262282522591742,0.2262282522591742,0.2262282522591742,0.2262282522591742
95,-0.12021451625761681,37,554,466,2.590267165445827,0.24989266967731974,0.248854462675623,0.24795460133292027,0.2532982663141382,0.24440897264951436,0.24440897264951436,0.24440897264951436,0.24440897264951436
96,-0.13758583556195259,37,555,468,2.590267165445827,0.24807252258659873,0.25196213864758,0.24642672108501842,0.25353861768080366,0.2678344292613067,0.2678344292613067,0.2678344292613067,0.2678344292613067
97,-0.07588530071956512,37,557,470,2.590267165445827,0.251543812920448,0.2545024300984488,0.24776670617906427,0.24618705080203776,0.281386497213682,0.281386497213682,0.281386497213682,0.281386497213682
98,-0.06445213387596568,37,559,472,2.590267165445827,0.24790705484595416,0.25659518332896675,0.24851983261409372,0.24697792921098607,0.27158880243825134,0.27158880243825134,0.27158880243825134,0.27158880243825134
99,-0.0786325340960387,37,561,473,2.590267165445827,0.2480757072900539,0.25787760337891236,0.24462548477216856,0.24942120455886443,0.26655388431001503,0.26655388431001503,0.26655388431001503,0.26655388431001503
100,-0.0900979890522354,37,563,476,2.590267165445827,0.24555596640484836,0.257794935546651,0.2439575578094795,0.25269154023902185,0.2867512246151313,0.2867512246151313,0.2867512246151313,0.2867512246151313
